text,label
We offer support NGOs charities social enterprises long-term increase effectiveness reach revenues reduce costs,sustainable
According OECD natural forests declined 6.5 million hectares per year 2010 2015 total area larger UK natural wetlands declined 35 % 1970 2015,unsustainable
Scope 3 emissions indirectly created reporting company result upstream downstream activity along company ’ value chain,unsustainable
We follow carbon neutrality strategy seek use resources efficiently work deliver sustainable value society,sustainable
In line commitment Principles Responsible Banking PRB participation Banking Impact BFI working group Statement demonstrates desire seek achieve positive impacts reduce potentially adverse impacts biodiversity natural capital,sustainable
To retain talent invest support employees offering range career opportunities supported variety structured programmes internal development pathways,sustainable
Total energy consumption gigawatt hours comprises sources used Scope 1 2 : natural gas liquid fossil fuels mobile stationary renewable grid electricity district heating cooling steam,unsustainable
It represents total quantity cooling fluids operation,unsustainable
JPR working reduce power consumption installing motion detectors bathrooms staff kitchens stairways carrying common-area renovations lights turned areas use,sustainable
It appears new technologies innovation required help achieve transition toward food system sustainable even world ’ population increases close ten billion inhabitants,unsustainable
We encourage employees contractors report near misses dangerous incidents,sustainable
Catalyst employee engagement survey provides employees opportunity voice opinions provide feedback Management,sustainable
This investor- led initiative engage systemically important greenhouse gas emitters companies across global economy significant opportunities drive clean energy transition help achieve goals Paris Agreement,sustainable
This measure level commitment ability corporates adapt economic model challenges posed combating global warming energy transition,unsustainable
The Aprilia composting plant system treatment residual water waste awaiting processing reuse production processes exclusively industrial uses e.g washing vehicles,sustainable
To date organization tracking energy consumption outside organization working create transparency Scope 3 émissions,unsustainable
At time want increase positive impact providing incentives towards public transport cycling electric cars,sustainable
Both total carbon footprint carbon intensity decreased since 2017,sustainable
The interventions carried year aimed rationalising upgrading networks increasing transport capacity margins use increasing resilience reducing network losses voltage drops improving service continuity,sustainable
This statement showed unmet demand quality research help investors respond biodiversity crisis,unsustainable
Ultimately work reduce greenhouse gas emissions CNP Assurances ’ real estate assets held Group ’ name wholly owned non-trading real estate companies 40 % 2021 starting reference year 2006,sustainable
We adhere international standards assess energy consumption carbon emissions European Energy Efficiency Fund EEEF including International Performance Measurement Verification Protocol IPMVP® ISO 14064-2 work partner companies projects establish apply standards,sustainable
This done dipping fruit vegetables coating mix spraying mix onto produce,unsustainable
Analysis van Kernebeek et al 2015 “ Saving land feed growing population : consequences consumption crop livestock products ” shows efficient land use requires animal-based protein remain part people ’ diets,unsustainable
This reduces energy consumption carbon footprint also brings financial savings customers,sustainable
Moreover JRE requests PM companies make proposals help JRE reduce environmental impacts measures reduce energy consumption part management duties,sustainable
In 2020 included questions regarding employee health Group-wide anonymous employee engagement survey,sustainable
In context Networks transformation electricity transport delivery end users main risks attributable : existence overhead underground systems impacts terms land use subsoil ; generation waste impacts ecosystems ; generation electromagnetic fields impacts terms exposure ; maintenance transformation plants potential soil subsoil contamination hazardous materials ; maintenance construction plants impacts terms production special waste,unsustainable
Notes : Scope 1 includes natural gas liquid fuels refrigerants district cooling district heating company vehicles,unsustainable
Data coverage emissions Scope 1 & 2 79 % financing provided top 50 clients mainly based data publicly disclosed clients,unsustainable
In June 2020 Amundi launched AMUNDI ÉNERGIES VERTES first energy transition fund eligible life insurance policies investing directly green infrastructure,sustainable
As part company-wide recycling strategy consider journey waste buildings working minimize waste volumes maximize recycling rates stage waste journey,sustainable
It designed help bring proven renewable energy insurance competences group-level fast developing growth markets – Turkey CEE region several African countries – support transition low-carbon economy,sustainable
However managed reduce energy intensity various initiatives described within report,sustainable
Studies supporting view include EAT-Lancet study also others Rockstrom et al 2020 “ Planet- proofing global food system ; ” Searchinger et al 2018 “ Creating sustainable food future : menu solutions feed nearly ten billion people 2050 ; ” Gao & Bryan 2017 “ Finding Pathways national-scale land-sector sustainability ”,unsustainable
The acceleration reduced carbon pledges advanced U.K. country,unsustainable
We consider active owner sector urging companies amend business model transition low-carbon energy provision,sustainable
Having committed reducing vehicle feet CO2 emissions every year 2016 2020 begun source environmentally friendly cars along implementing initiatives see case study opposite,sustainable
As signatory Tobacco Free Finance Pledge 2020 strengthened tobacco exclusion policy,sustainable
The current challenge accurately measuring emissions banks financials especially Scope 3 emissions,unsustainable
A disclosure provided pages 70 75 90 SGS 2019 Sustainability Report caveat Scope 1 Scope 2 inventory exclusions noted,unsustainable
Salva Terra work ensure food security livelihood development smallholder farmers families,sustainable
Second public funding around world falling far short meeting growing infrastructure demands caused demographic shifts — greater demands energy transportation healthcare education,unsustainable
However challenge remains many economic actors : quantifying impact order propose effective decarbonization plans,unsustainable
They produced around 30.1 percent total Scope 1 Scope 2 carbon emissions,unsustainable
For other-than-temporary declines fair value cost securities reduced fair value impairment losses recognized charge operations,unsustainable
The significant incidents concern “ blacked street ” relation “ network fault ” 48 % “ lighting point ” 25 % lowest impact terms safety,unsustainable
Food loss typically takes place post-harvest production processing distribution stages food supply chain,unsustainable
The modes transportation based employee surveys publicly available information,unsustainable
Since individual countries implement decarbonization policies different ways changes industries also depend located policies evolve time,unsustainable
The reduced fragmentation favour medium-large plants combined integration sewerage collector systems allowed greater control treatment efficacy optimisation management energy costs,sustainable
The “ individuals ” ecosystem incorporates Group employees customers users mobility services general,unsustainable
We saw decline AES scores year related corporate restructurings associated impacts perceptions around importance employees career development opportunities,unsustainable
READ put place strategies reduce environmental impact direct indirect emissions,sustainable
CO2 emissions per production unit important element corporate competitiveness companies ’ interests assets businesses others related fossil fuels assumed become “ stranded assets ” may lose value future,unsustainable
It clear companies reduce GHG emissions years decades ahead keep global warming 2°C,unsustainable
The company put initiatives place reduce carbon footprint operations,sustainable
In addition aims discover past pollution may present soil sites,unsustainable
Moreover JRE requests PM companies make proposals help JRE reduce environmental impacts energy efficiency measures buildings,sustainable
The Group strives continuous reductions CO2 emissions enabling trains use tunnel,sustainable
Fossil fuels oil gas coal continue play dominant role global energy systems widely used feedstock products,unsustainable
The Equator Principles international guidelines private-sector institutions ensure impacts environment regional communities fully taken consideration implementing loans project finance loans,unsustainable
We systematically address six areas improvement : heating cooling systems energy consumption water consumption lights carpeting paint,sustainable
Our goal reduce use EPS 20 % 2022,sustainable
These offer integrated solution charging electric vehicles 5G applications additional services,sustainable
Lastly Board Statutory Auditors performs supervisory duties according traditional model force,unsustainable
Companies satisfying thresholds considered mostly addressing deforestation risks,unsustainable
These figures pertain total weight transported products indicate primary means transport,unsustainable
While focus reducing CO2 emissions residual emissions compensated carbon offsetting strategy,sustainable
On joining Net-Zero Asset Owner Alliance 2019 CNP Assurances pledged achieve carbon neutrality investment portfolio 2050,sustainable
When met Rio Tinto chairman explained firm ’ business mix made challenging set meaningful Scope 3 emissions targets,unsustainable
At time increase production meet greater demand caused global population growth changing food habits,unsustainable
On August 1 2018 BASF SE acquired significant parts seed non-selective herbicide business well assets Bayer AG,unsustainable
Firstly want contribute reduction carbon emissions Netherlands making residential commercial real estate finance country sustainable,sustainable
Lastly increased focus core capabilities geographical footprints ongoing simplification business models reduce operational compliance risks result disposals non-core businesses assets,unsustainable
All employees access career coaching services training courses elevate culture drive commitment racial equity best class leadership,sustainable
In addition investment policy incorporating ESG criteria contribution environmental energy transition CNP Assurances pursues active policy terms societal impact investments,sustainable
Precision agriculture PA new approach making use digital innovations artificial intelligence drones intelligent sensors mobile applications satellite technologies,unsustainable
From 2017 2019 CO2 emissions caused employee air travel fell 22 per cent,sustainable
Some examples initiatives working reduce environmental footprint acquiring eco-friendly building certifications logistics facilities develop contributing society volunteer activities allowing logistics facilities used evacuation sites reinforcing corporate governance introduction investment unit ownership plan,sustainable
Furthermore team work monitor reduce ESG risks improve investment ’ sustainability ownership period,sustainable
Members cross-functional work-stream team include diverse global employees opportunity professional development,sustainable
We committed reduce operational GHG emissions 50 % 2020 compared 2005 baseline,sustainable
Find strategy actions around climate change decarbonization In-Focus article section 02 report,unsustainable
With grid electricity main source energy consumption properties indirectly translate carbon emissions environment,unsustainable
Action plan scenarios adapted building defined order reduce CO2 emissions energy use,sustainable
Table 1 – Remuneration paid members management supervisory boards general managers executives strategic responsibilities Remuneration paid members Board Statutory Auditors euro,unsustainable
Their activities include sustainable fashion swap shops paper towel waste reduction awareness launching crisp packet recycling scheme,sustainable
Nevertheless many colleagues found ways help communities volunteering days pandemic,sustainable
Impairments recognized carrying amount asset exceeds recoverable amount,unsustainable
If soil groundwater contamination occurs active former BASF sites proper remediation measures reviewed based prevailing legal current technical standards undertaken necessary,sustainable
This captured current carbon footprint methodologies,unsustainable
BNY Mellon sell electricity heating cooling steam,unsustainable
Through 2019 helped channel $ 80 billion low-carbon financing $ 50 billion 2018,sustainable
The ACT method jointly backed French Agency Ecological Transition ADEME CDP Carbon Disclosure Project designed help evaluate climate strategies companies alignment sectoral decarbonization targets,unsustainable
Our success achieving carbon neutrality reducing overall environmental impacts due combination programs collaborations key stakeholders technical innovation several areas,sustainable
Global CO2 emissions reduced net zero around 2050,sustainable
We want financial provider choice clients wish mobilize capital towards achievement 17 Sustainable Development Goals orderly transition low-carbon economy,sustainable
The transport distances Verbund site different regions Europe North America South America Asia determined internal experts,unsustainable
The meeting held video conference everybody globally able attend without travelling creating CO2 emissions,sustainable
TUIS German transport accident information emergency response system jointly operated around 130 company fire departments within chemical industry specialists,unsustainable
The used vehicles business expected increase sales transactions outside Europe third,unsustainable
We proactively work increase tenant awareness regarding reduce environmental load cut water electricity consumption,sustainable
The Supervisory Board BASF SE four committees : 1. committee personnel matters Board Executive Directors granting loans accordance section 89 4 German Stock Corporation Act Personnel Committee ; 2 Audit Committee ; 3 Nomination Committee ; 4 Strategy Committee,unsustainable
Together represent around 75 % global CO2 emissions,unsustainable
This project implemented partnership local partner Tiempo de Juego prepare young people safe fulfilling return families communities reduce risks violence substance abuse involvement crime overall reduce likelihood returning institutions,sustainable
As CA100+ engagements dialogue centred expectation Petrobras take action reduce emissions line Paris Agreement ’ objectives strengthen governance around climate risks opportunities become transparent climate reporting risk management,sustainable
In 2020 surpassed goal reduce water consumption 10 percent per full- time equivalent FTE 2025 achieving 43 percent reduction,sustainable
Scope 2 location-based emissions reported comparison historical years,unsustainable
Using hybrid methodology calculation based supplier information Scope 1 2 emissions emissions participating suppliers totalled 1.5 million metric tons CO2e,unsustainable
Elsewhere applied substitutes minimise carbon footprint,sustainable
Alongside activity also decided offset entire operational carbon footprint 2020,sustainable
Around world transport store numerous products materials,unsustainable
Due Covid-19 pandemic decided undertake engagement survey 2020,unsustainable
This investor-led initiative engage systemically important GHG emitters companies across global economy significant opportunities drive clean energy transition help achieve goals Paris Agreement,sustainable
We provide sustainable finance advisory services companies help mitigate adapt climate change transition sustainable circular economy,sustainable
We flexible suite recovery options enable us face incidents different impacts,sustainable
We committed reduce carbon emissions across total investments net zero 2050 asset owner asset manager,sustainable
The economic impact pandemic highlighted wealth disparities around world including lack meaningful career opportunities many young people,unsustainable
Climate issues exacerbating risks reduced access fresh water,unsustainable
This approach reduces modest global operational environmental impacts allows us lead example light public statements regarding importance operating environmentally responsible manner,sustainable
The goal finance 100 circular loans 2020,sustainable
Carbon intensity measured tons CO2 per million dollars revenue,unsustainable
Asset managers consider providing carbon footprinting metrics believe useful decision-making,unsustainable
With several major events scheduled 2021 accelerate protection biodiversity worldwide including IUCN International Union Conservation Nature World Congress September 2021 Marseille France COP15 biodiversity October 2021 Kunming China CNP Assurances committed pursuing efforts measure reduce impact biodiversity investment portfolio,sustainable
We also work landlords implement recycling programs consumable products business supplies,sustainable
Our operations fact climate-neutral since 2012 ; 've reduced CO2 emissions 60 per cent since 2011 almost 80 percent electricity comes renewables,sustainable
BlackRock ’ operations leverage renewable electricity zero-carbon energy reduces electricity-related emissions,sustainable
Scope 3 emissions include reported deriving sale gas purchase goods services labour employee commuting work travel see table 70,unsustainable
By offering range employee transportation benefits reduce overall climate impacts attract retain talent improve employee well-being,sustainable
This figure represents emissions associated waste disposed via landfilling incineration composting recycling,unsustainable
In 2019 raised internal awareness sustainability issues series employee engagement initiatives,sustainable
Without transition also puts food security risk targeting climate neutrality required Paris Agreement impossible,unsustainable
For information please see Statement Coal-based Business Models ESG Integration Framework,unsustainable
Recycled paper also cuts greenhouse gas emissions 20 %,unsustainable
We continue efforts measuring carbon impact,sustainable
In 2020 biodiversity addressed 64 % direct dialogues businesses ; May 2020 CNP Assurances joined coalition institutional investors calling creation biodiversity impact measures respecting transparency principles methodology ; end 2020 CNP Assurances carried initial test measure biodiversity footprint equity bond portfolio using Corporate Biodiversity Footprint,sustainable
We continue work reduce operational footprint developing detailed time bound plans business achieve aim net zero,sustainable
Transitioning low-carbon economy demands significant effort real estate sector,unsustainable
Carbon emissions electricity consumption reduced 85 %,sustainable
From analysis shown far clear us meeting challenges associated creating sustainable food system globally requires substantial transition relevant parts supply chain,unsustainable
We launched first ESG mandate 1985 early leader low-carbon investing,sustainable
Scope 3 emissions purchase goods services labour calculated using monitoring data energy-consumption outside Group requested representative panel suppliers using questionnaire see section Energy consumption outside Group,unsustainable
We adopted cautious stance towards financing existing new plants given physical risks issues associated nuclear waste unless shown project part energy transition supported relevant government,sustainable
Different approaches required meet transport requirements desirable products remain affordable customers around world,unsustainable
A small portion business travel emissions Scope 1 emissions company-owned aircraft vehicles,unsustainable
"We purchase data set Sustainalytics provides carbon emissions intensity universe 11,000 companies nearly 75 % companies estimated data",unsustainable
Our Raw Material Verbund helps us prevent reduce waste,sustainable
Our offices centrally located cities allow easy public transportation,sustainable
The fund aims reduce greenhouse gas GHG emissions 40 % across entire European portfolio next decade core diversified income-driven strategy,sustainable
Embodying Firm 's core values giving back committing diversity inclusion Morgan Stanley Foundation focuses supporting underserved communities partnerships community engagement volunteering,sustainable
Additionally Brookfield Renewable committed sustainable development principles reduce impact operations help manage underlying water resources efficiently,sustainable
To achieve goals set Paris Agreement companies also need reduce future emissions,unsustainable
Public transportation particular plays critical role well-functioning economy,unsustainable
The global shipping industry undergoing tectonic shift stricter regulations growing pressure reduce greenhouse gas emissions driving switch cleaner fuels,unsustainable
In cases involves reporting actions farmers carrying years others requires new ways thinking familiar challenge,unsustainable
Our target reduce paper use 40 % per policy 2020 2014 baseline,sustainable
This arguably disruptive change incumbent fertilizer companies operations synthetic-focused,unsustainable
Every day look ways go clients customers better inclusive employer strengthen governance reduce environmental impacts,sustainable
While pursue shifts source energy operational Scope 1 2 emissions intensity per square foot real estate continues fall,sustainable
Scope 3 emissions included within appendix completeness,unsustainable
The consumption electricity also shifted office home carbon emissions therefore shifted Scope 2 Scope 3 accordingly,unsustainable
Building employee engagement surveys undertook new assessment 2018 collaboration leading sustainability consultant,sustainable
Government grants : Government grants related acquisition construction property plant equipment reduce acquisition construction cost respective assets,unsustainable
We also finance infrastructure projects environmental social benefits Thames Tideway Tunnel London public transport infrastructure including metro infrastructure Madrid Barcelona Finnish power distributor windpark Peru,sustainable
As active investor look innovative ways reallocate capital towards low-carbon economy,sustainable
Furthermore instead using single weighted average cost capital rate country risk specific tax rate considered case ; leads precise calculation recoverable amount,unsustainable
Our goal zero serious safety incidents working toward implementing consistent health safety principles across organization,sustainable
We want reduce emissions along value chain utilize example efficient technologies generating steam electricity energy-efficient production processes comprehensive energy management,sustainable
This uses engagement companies support climate transition pathway towards low-carbon economy,sustainable
These numbers expected grow setting China ’ carbon neutrality target,unsustainable
If aligned positive trends easier grow also reduces risk,unsustainable
Most studies analyzing impact diet shifts tend ignore growing competition land among humans animals crop production,unsustainable
In long term company ambitious target reaching net-zero carbon footprint,sustainable
As firm also striving improve metrics carbon footprint climate change,sustainable
With aim contributing mitigation climate change Group established medium- long- term reduction targets CO2 emissions generated head office computer centers branch offices office buildings due business activities Group ’ core company SuMi TRUST Bank,sustainable
In summary measure Scope 3 footprint normalise individual stock emission data,unsustainable
Water collected first 5 mm water rainfall event also reused following treatment within two collection tanks sedimentation oil removal,sustainable
We recognize air travel meaningful impact greenhouse gases invested video conferencing facilities reduce unnecessary business travel,sustainable
A no-change scenario suggests use nitrogen phosphorus may rise 50 % would likely result greater contamination soil waterways,unsustainable
As part Well Environnement de Travail real estate program concerns management Natixis ’ real estate portfolio initiative undertaken reuse recover unused furniture,sustainable
We see SBTi enabler build long-standing commitments efforts driving low-carbon economy,sustainable
Our Center Sustainable Finance published first client reports 2016 including Sustainable Finance Report included review academic reports value ESG investing description ESG Engine guide sustainable equity indexes article China ’ low-carbon economic transformation,unsustainable
Beginning 2020 instance KBC Insurance offers multi-peril climate insurance farmers Flanders Flemish Regional Government phasing existing calamity fund,sustainable
In Belgium launched bicycle- leasing offering new business line,sustainable
