text,label
"Based GHG protocol Scope 2 Guidance Scope 3 Standard , energy consumption heating purposes leased space , UBS operational control heating system , classified indirect GHG emissions .",0
The Employee Satisfaction Survey conducted condition anonymity order collect frank honest opinions .,0
"One investee expanded include 628 smallholder rice farmers ( 28 % women ) received training Good Agricultural Practices , financial support irrigation charges .",1
Techem ’ services solutions offered help avoid 6.5 million tonnes CO2–emissions every year .,1
"In addition , committed carbon neutral global operations Scope 1 ( direct energy usage ) Scope 2 ( indirect energy ) emissions , beginning 2020 reporting year .",1
"In Europe , building stock sector generates 40 % energy consumption accounts 36 % CO2 emissions .",0
"Through fund investments , also finance energy innovations , energy efficiency measures renewable energy small large scale enable global energy transition .",1
"On hand , vegetables , fruits wheat lowest environmental impact .",0
"Our “ Skills Accelerator ” personal professional development program open employees , “ EMPOWER ” program designed encourage employees dedicate time aligning skills Company needs jobs future .",1
"According chart , consumers reduce intake processed meat , eggs , red meat milk favor nuts seeds , whole grain products , legumes poultry .",0
In 2020 increase mainly due increase number petrol powered 176 vehicles Gori increase consumption Acea Ato 2 .,0
Companies large carbon footprint increasingly affected carbon mitigation adaptation policies pressured activist organisations financial markets .,0
"Amundi pursues responsible paper policy France abroad , objective reducing use paper , promoting careful use paper recycling used paper .",1
"However , minimizing use chemicals benefits health environment , arguably potential threat food sector given need produce food feed growing global population .",0
We reduced like-for-like carbon emissions 5 % ( Scope 1 ) 11 % ( Scope 2 ) 2019 compared 2018 performance .,1
The responsibilities described also apply product packaging recycling .,0
"Springmann ’ analysis also showed regard actual food intake , country fulfilled eight recommendations relating recommended food groups ( e.g . fruit vegetables , legumes , nuts seeds , whole grains fish ) , well food groups discouraged ( sugar , red meat processed meat ) .",0
"It reduced water needed manufacturing process , recycles 100 % waste water , improved replenishment water factory harvesting pond harvesting .",1
"Whether local global , four focus areas community pillar : charity financial support , payroll giving , volunteering fundraising .",1
"As always , use Forest Stewardship Council ( equivalent ) approved , chlorine-free paper products well-managed forests recycled sources mailings .",1
There also growing number cities restricted traffic areas exclude vehicles highest emissions .,0
The proponent also highlighted lack Scope 3 emissions reduction targets .,0
"CNP Assurances committed 2019 doubling green investment assets - woodland , green bonds , high energy- performance buildings , green infrastructure renewable energy projects low-carbon transport mobility - €20 billion end 2023 compared €10.4 billion end 2018 .",1
"In offices branches , also strive reduce power consumption adjustment air-conditioning settings measures .",1
"CO2 emissions composting plants Orvieto related ancillary services waste-to-energy 211 plants , strictly related production electricity .",0
"Acea Elabori entered Collaboration Agreement Sapienza University Rome ’ Civil Industrial Engineering Faculty , development effective training course connected needs world work , dissemination scientific culture student support , increasing female enrolment Faculty ’ courses , signed Framework Agreement CNR ( Italian National Research Council ) collaborate minimising production sludge chemical contaminants ; combined treatments liquid waste , sludge organic fraction municipal solid waste ( OFMSW ) recovery material energy view circular economy sustainable management ; mobile plants localised treatment sludge waste ; issue atmospheric emissions focus innovative solutions sustainable management water resources .",1
These data reflect incidents classified significant .,0
Scope 2 includes emissions purchased energy electricity district heating .,0
Combining evaluation criteria allow us reduce sustainability risk fund .,1
"Many clients already subject climate change regulation , EU Emissions Trading Scheme .",0
"After long standing tenants moved building , BNP Paribas REIM able completely renovate asset recycled materials , minimizing energy consumption improving biodiversity .",1
Malnutrition reason global food system needs change .,0
"In 2015 , part low-carbon strategy , CNP Assurances signed Energy Efficiency Charter Commercial Buildings , thereby illustrating desire become involved green building sector .",1
"To reduce emissions related supply chain , responsible supply chain management framework continues drive sustainable procurement done since 2008 .",1
"We anticipating risks climate change , protecting caring customers insurance products enabling transition low-carbon economy insurance investment activities .",1
"We worked clients fund wide variety sustainable infrastructure , helping reduce emissions , conserve resources , build stronger sustainable economy .",1
"Launched 2017 new Peugeot 308 , new generation installed Groupe PSA vehicles across 100 models 70 countries .",0
"The goal optimize yields , reduce impact environment able offer certified sustainable castor oil global market .",1
"Furthermore , upon calculating CO2 emissions , company confirmed 70 % CO2 emissions business operations attributable domestic international air travel , shown graph .",0
An impairment recognized recoverable amount asset lower carrying amount .,0
"Circular economy systems promote reuse , refurbishment recycling products assets , minimizing emissions , waste resource use .",0
"According calculations ( made using tools Scope 3 Evaluator designed GHG ( greenhouse gas ) Protocol Quantis ) , sectors product lines assessed represent around two-thirds GHG emissions linked loan portfolio .",0
Amundi annually calculates CO2 emissions two major categories : energy business travel .,0
"Our services assess onsite product packaging processes waste recycling solutions , support customers demonstrating site-based environmental commitment .",1
Scope 3 emissions associated combustion fossil fuels contribute majority emissions within sector .,0
"ČSOB Czech Republic , meanwhile , offers green car loan preferential fixed interest rate financing electric vehicles ( EVs ) , hybrids , plug-in hybrids , mild hybrids CNG ( compressed natural gas ) hydrogen cell-powered vehicles .",1
"To help us focus things matter employees , Europa promotes continuous performance development cycle encouraging employee feedback targeted surveys annual appraisal reviews .",1
A circular economy — keeping materials use — reduce emissions plastic pollution .,0
"If indication impairment exists , estimate asset ’ recoverable amount calculated .",0
"Main areas innovation : autonomous vehicle , driver assistance technologies energy transfer ( electric vehicles future ) .",0
"In 2020 , Foxway repaired rescued 646,249 products harvested 74,000 components 2020 .",1
KBC Belgium offers handy solutions KBC Mobile app users travelling car public transport .,1
The Alliance used One Earth Climate Model produced University Technology Sydney ( UTS ) set decarbonization objectives highest emitting sectors .,1
Learn efforts reduce scope 3 emissions Climate action chapter .,0
84 % employees feel flexible work arrangements meet needs according recent employee engagement survey .,1
"In 2020 , CNP Assurances formalised commitment signing Tobacco-Free Finance Pledge .",1
"BNP Paribas Real Estate developed operational roadmaps three key topics : low carbon , biodiversity circular economy .",1
We focus areas greatest exposure influence companies reduce emissions line net-zero objective .,1
Impairment tests based comparison carrying amount recoverable amount .,0
The term “ carbon footprint ” report refers absolute emissions financed BlackRock ’ clients ’ investments corporate securities real estate divided BlackRock ’ AUM ( rounded $ millions ) investments .,0
"Today , 75 % waste produced metal waste subsequently recycled .",0
Our goal minimize risks along entire transportation chain – loading transportation unloading .,1
"Each summer , many 15 million American children lose access free reduced-cost meals school year ends .",0
"This one project reduce energy use site 43,200 kWh .",1
"The company reduced carbon footprint 50 % since 2018 , reduced carbon intensity 46 % period . *",1
"Doing require changes sectors economy , particularly transformation critical areas like energy , power , transportation real estate .",0
"They continuing explore new sustainable road infrastructure solutions , charging stations electric vehicles solar-powered lighting .",1
"Biogenic emissions ( Scope 3 ) , present , recorded .",0
"We encourage employees , including permanent , seconded , contract , temporary staff , pursue self-development professional development .",1
"In concrete terms , involves identifying incidents events could negative impact stakeholders , environment company ’ activities assessing exposure ESG risks .",0
"We encourage use public transportation available transit pass program , provides benefits aids reduction traffic congestion carbon emissions .",1
It obligatory report Scope 3 ( indirect emissions inputs outputs main business activity – i.e . supply chain consumer/end-user related emissions ) .,0
Is organization ’ low-carbon transition plan scheduled resolution item Annual General Meetings ( AGMs ) ?,0
"This equates 1,733 tCO2e new source Scope 3 emissions .",0
"Recent high-profile examples include paper decarbonization analyzed role five key technologies delivering low-carbon transition — renewables , electric vehicles , carbon capture storage , biofuels hydrogen .",0
"Therefore , CO2 emissions products incinerated calculated multiplying CO2 emissions per kg amount pre-product .",0
We provide financing circular business activities .,1
Our institutional retirement business committed reduce portfolio carbon emission intensity 18.5 % 2025 .,1
"The areas concern climate change , water , deforestation healthcare developing countries .",0
"Specifically , tenders water , electrical civil engineering works awarded method indicated , rewarding criteria also included regarding use ecological vehicles , additional training workers area safety , possession certifications ( already participation requirements ) following areas : environment , health/safety , energy efficiency , use environmentally sustainable materials corruption .",0
Our objective engagements encourage companies set validated scientifc objectives reduce GHG emissions line 2015 Paris Agreement .,1
The carrying amount CGU compared recoverable amount .,0
"JPMorgan Chase — principally CIB CB businesses — provides strategic advice , raises capital , extends loans , offers risk management solutions help clients achieve sustainability objectives make transition low-carbon economy .",1
We reduced firm ’ greenhouse gas ( GHG ) footprint 71 % 2019 compared 2004 levels .,1
"Scope 2 GHG emission factors used 2019 extracted EMA Singapore Energy Statistics 2019 , 2018 National Greenhouse Energy Reporting ( Australia ) , IEA Emission factors 2019 , CLP Holdings Sustainability Report 2019 HK Electric Investments Sustainability Report 2019 .",0
"In addition , encourage use virtual meetings train transportation .",1
"In October 2019 , announced commitment achieve 50 % reduction carbon emissions intensity 2030 across entire portfolio Europe offices baseline year 2017 .",1
"Overall , countries highest score deemed better sustainable food systems .",0
"This lower annual CO2 emissions 10,000 metric tons .",1
"The management approach thus relied several non-financial trends various GREaT themes implemented mainly concerned : natural resource management environmental protection ; access medicine , treatment healthcare equipment , development medicine integrates new technology ; responsible purchasing policies development health-friendly products ; business consumer services , facilitating emergence low-carbon economy better use energy , helping bridge digital divide ; reductions high greenhouse gas emitting sectors achieved ( oil , chemicals ) , greener energies strengthened .",1
"We offer support NGOs , charities social enterprises long-term increase effectiveness , reach revenues , reduce costs .",1
"According OECD , natural forests declined 6.5 million hectares per year 2010 2015 ( total , area larger UK ) , natural wetlands declined 35 % 1970 2015 .",0
"Scope 3 emissions indirectly created reporting company , result upstream downstream activity along company ’ value chain .",0
"We follow carbon neutrality strategy , seek use resources efficiently work deliver sustainable value society .",1
"In line commitment Principles Responsible Banking ( PRB ) participation Banking Impact ( BFI ) working group , Statement demonstrates desire seek achieve positive impacts reduce potentially adverse impacts biodiversity natural capital .",1
"To retain talent , invest support employees offering range career opportunities supported variety structured programmes internal development pathways .",1
"Total energy consumption gigawatt hours comprises sources used Scope 1 2 : natural gas , liquid fossil fuels ( mobile stationary ) , renewable grid electricity , district heating , cooling , steam .",0
It represents total quantity cooling fluids operation .,0
"JPR working reduce power consumption installing motion detectors bathrooms , staff kitchens , stairways carrying common-area renovations lights turned areas use .",1
It appears new technologies innovation required help achieve transition toward food system sustainable even world ’ population increases close ten billion inhabitants .,0
We encourage employees contractors report near misses dangerous incidents .,1
"Catalyst , employee engagement survey , provides employees opportunity voice opinions provide feedback Management .",1
This investor- led initiative engage systemically important greenhouse gas emitters companies across global economy significant opportunities drive clean energy transition help achieve goals Paris Agreement .,1
This measure level commitment ability corporates adapt economic model challenges posed combating global warming energy transition .,0
"The Aprilia composting plant system treatment residual water waste awaiting processing reuse production processes , exclusively industrial uses ( e.g . washing vehicles ) .",1
"To date , organization tracking energy consumption outside organization , working create transparency Scope 3 émissions .",0
"At time , want increase positive impact providing incentives towards public transport , cycling electric cars .",1
Both total carbon footprint carbon intensity decreased since 2017 .,1
"The interventions carried year aimed rationalising upgrading networks , increasing transport capacity margins use , increasing resilience reducing network losses voltage drops , improving service continuity .",1
This statement showed unmet demand quality research help investors respond biodiversity crisis .,0
"Ultimately , work reduce greenhouse gas emissions CNP Assurances ’ real estate assets ( held Group ’ name wholly owned non-trading real estate companies ) 40 % 2021 , starting reference year 2006 .",1
"We adhere international standards assess energy consumption carbon emissions European Energy Efficiency Fund ( EEEF ) , including International Performance Measurement Verification Protocol ( IPMVP® ) ISO 14064-2 , work partner companies projects establish apply standards .",1
This done dipping fruit vegetables coating mix spraying mix onto produce .,0
"Analysis van Kernebeek et al ( 2015 , “ Saving land feed growing population : consequences consumption crop livestock products ” ) shows efficient land use requires animal-based protein remain part people ’ diets .",0
"This reduces energy consumption carbon footprint , also brings financial savings customers .",1
"Moreover , JRE requests PM companies make proposals help JRE reduce environmental impacts , measures reduce energy consumption part management duties .",1
"In 2020 , included questions regarding employee health Group-wide , anonymous employee engagement survey .",1
"In context Networks , transformation electricity transport delivery end users , main risks attributable : existence overhead underground systems impacts terms land use subsoil ; generation waste impacts ecosystems ; generation electromagnetic fields impacts terms exposure ; maintenance transformation plants potential soil subsoil contamination hazardous materials ; maintenance construction plants impacts terms production special waste .",0
"Notes : Scope 1 includes natural gas , liquid fuels , refrigerants , district cooling , district heating , company vehicles .",0
"Data coverage emissions Scope 1 & 2 79 % financing provided top 50 clients , mainly based data publicly disclosed clients .",0
"In June 2020 , Amundi launched AMUNDI ÉNERGIES VERTES , first energy transition fund eligible life insurance policies investing directly green infrastructure .",1
"As part company-wide recycling strategy , consider journey waste buildings , working minimize waste volumes maximize recycling rates stage waste journey .",1
"It designed help bring proven renewable energy insurance competences group-level fast developing growth markets – Turkey , CEE region , several African countries – support transition low-carbon economy .",1
"However , managed reduce energy intensity various initiatives described within report .",1
"Studies supporting view include EAT-Lancet study , also others Rockstrom et al. , 2020 , “ Planet- proofing global food system ; ” Searchinger et al , 2018 , “ Creating sustainable food future : menu solutions feed nearly ten billion people 2050 ; ” Gao & Bryan , 2017 , “ Finding Pathways national-scale land-sector sustainability . ”",0
The acceleration reduced carbon pledges advanced U.K. country .,0
"We consider active owner sector , urging companies amend business model transition low-carbon energy provision .",1
"Having committed reducing vehicle feet CO2 emissions every year 2016 2020 , begun source environmentally friendly cars , along implementing initiatives ( see case study opposite ) .",1
"As signatory Tobacco Free Finance Pledge , 2020 strengthened tobacco exclusion policy .",1
"The current challenge accurately measuring emissions banks financials , especially Scope 3 emissions .",0
"A disclosure provided pages 70 , 75 90 SGS 2019 Sustainability Report caveat Scope 1 Scope 2 inventory exclusions noted .",0
Salva Terra work ensure food security livelihood development smallholder farmers families .,1
"Second , public funding around world falling far short meeting growing infrastructure demands caused demographic shifts — greater demands energy , transportation , healthcare education .",0
"However , challenge remains many economic actors : quantifying impact order propose effective decarbonization plans .",0
They produced around 30.1 percent total Scope 1 Scope 2 carbon emissions .,0
"For other-than-temporary declines fair value , cost securities reduced fair value impairment losses recognized charge operations .",0
"The significant incidents concern “ blacked street ” , relation “ network fault ” ( 48 % ) “ lighting point ” ( 25 % ) , lowest impact terms safety .",0
"Food loss typically takes place post-harvest , production , processing distribution stages food supply chain .",0
The modes transportation based employee surveys publicly available information .,0
"Since individual countries implement decarbonization policies different ways , changes industries also depend located policies evolve time .",0
"The reduced fragmentation favour medium-large plants , combined integration sewerage collector systems , allowed greater control treatment efficacy optimisation management energy costs .",1
"The “ individuals ” ecosystem incorporates Group employees , customers users mobility services general .",0
We saw decline AES scores year related corporate restructurings associated impacts perceptions around importance employees career development opportunities .,0
READ put place strategies reduce environmental impact direct indirect emissions .,1
"CO2 emissions per production unit important element corporate competitiveness , companies ’ interests , assets , businesses others related fossil fuels assumed become “ stranded assets ” may lose value future .",0
It clear companies reduce GHG emissions years decades ahead keep global warming 2°C .,0
The company put initiatives place reduce carbon footprint operations .,1
"In addition , aims discover past pollution may present soil sites .",0
"Moreover , JRE requests PM companies make proposals help JRE reduce environmental impacts , energy efficiency measures buildings .",1
The Group strives continuous reductions CO2 emissions enabling trains use tunnel .,1
"Fossil fuels ( oil , gas coal ) continue play dominant role global energy systems widely used feedstock products .",0
The Equator Principles international guidelines private-sector institutions ensure impacts environment regional communities fully taken consideration implementing loans project finance loans .,0
"We systematically address six areas improvement : heating cooling systems , energy consumption , water consumption , lights , carpeting paint .",1
Our goal reduce use EPS 20 % 2022 .,1
These offer integrated solution charging electric vehicles 5G applications additional services .,1
"Lastly , Board Statutory Auditors performs supervisory duties , according traditional model force .",0
Companies satisfying thresholds considered mostly addressing deforestation risks .,0
These figures pertain total weight transported products indicate primary means transport .,0
"While focus reducing CO2 emissions , residual emissions compensated carbon offsetting strategy .",1
"On joining Net-Zero Asset Owner Alliance 2019 , CNP Assurances pledged achieve carbon neutrality investment portfolio 2050 .",1
"When met Rio Tinto , chairman explained firm ’ business mix made challenging set meaningful Scope 3 emissions targets .",0
"At time , increase production meet greater demand caused global population growth changing food habits .",0
"On August 1 , 2018 , BASF SE acquired significant parts seed non-selective herbicide business well assets Bayer AG .",0
"Firstly , want contribute reduction carbon emissions Netherlands making residential commercial real estate finance country sustainable .",1
"Lastly , increased focus core capabilities geographical footprints ongoing simplification business models reduce operational compliance risks result disposals non-core businesses assets .",0
All employees access career coaching services training courses elevate culture drive commitment racial equity best class leadership .,1
"In addition investment policy incorporating ESG criteria contribution environmental energy transition , CNP Assurances pursues active policy terms societal impact investments .",1
"Precision agriculture ( PA ) new approach making use digital innovations artificial intelligence , drones , intelligent sensors , mobile applications satellite technologies .",0
"From 2017 2019 , CO2 emissions caused employee air travel fell 22 per cent .",1
"Some examples initiatives working reduce environmental footprint acquiring eco-friendly building certifications logistics facilities develop , contributing society volunteer activities allowing logistics facilities used evacuation sites , reinforcing corporate governance introduction investment unit ownership plan .",1
Furthermore team work monitor reduce ESG risks improve investment ’ sustainability ownership period .,1
"Members cross-functional work-stream team , include diverse global employees , opportunity professional development .",1
"We committed reduce operational GHG emissions 50 % 2020 , compared 2005 baseline .",1
Find strategy actions around climate change decarbonization In-Focus article section 02 report .,0
"With grid electricity main source energy , consumption properties indirectly translate carbon emissions environment .",0
Action plan scenarios adapted building defined order reduce CO2 emissions energy use .,1
"Table 1 – Remuneration paid members management supervisory boards , general managers executives strategic responsibilities Remuneration paid members Board Statutory Auditors ( euro )",0
"Their activities include sustainable fashion swap shops , paper towel waste reduction awareness launching crisp packet recycling scheme .",1
"Nevertheless , many colleagues found ways help communities volunteering days pandemic .",1
Impairments recognized carrying amount asset exceeds recoverable amount .,0
"If soil groundwater contamination occurs active former BASF sites , proper remediation measures reviewed based prevailing legal current technical standards , undertaken necessary .",1
This captured current carbon footprint methodologies .,0
"BNY Mellon sell electricity , heating , cooling , steam .",0
"Through 2019 , helped channel $ 80 billion low-carbon financing , $ 50 billion 2018 .",1
The ACT method jointly backed French Agency Ecological Transition ( ADEME ( CDP ( Carbon Disclosure Project ) designed help evaluate climate strategies companies alignment sectoral decarbonization targets .,0
"Our success achieving carbon neutrality reducing overall environmental impacts due combination programs , collaborations key stakeholders , technical innovation several areas .",1
Global CO2 emissions reduced net zero around 2050 .,1
We want financial provider choice clients wish mobilize capital towards achievement 17 Sustainable Development Goals orderly transition low-carbon economy .,1
"The transport distances Verbund site different regions Europe , North America , South America Asia determined internal experts .",0
The meeting held video conference everybody globally able attend without travelling creating CO2 emissions .,1
TUIS German transport accident information emergency response system jointly operated around 130 company fire departments within chemical industry specialists .,0
The used vehicles business expected increase sales transactions outside Europe third .,0
We proactively work increase tenant awareness regarding reduce environmental load cut water electricity consumption .,1
The Supervisory Board BASF SE four committees : 1. committee personnel matters Board Executive Directors granting loans accordance section 89 ( 4 ) German Stock Corporation Act ( Personnel Committee ) ; 2. Audit Committee ; 3. Nomination Committee ; 4. Strategy Committee .,0
"Together , represent around 75 % global CO2 emissions .",0
"This project implemented partnership local partner , Tiempo de Juego , prepare young people safe fulfilling return families communities , reduce risks violence , substance abuse involvement crime , overall reduce likelihood returning institutions .",1
"As CA100+ engagements , dialogue centred expectation Petrobras take action reduce emissions line Paris Agreement ’ objectives , strengthen governance around climate risks opportunities , become transparent climate reporting risk management .",1
"In 2020 , surpassed goal reduce water consumption 10 percent per full- time equivalent ( FTE ) 2025 , achieving 43 percent reduction .",1
Scope 2 location-based emissions reported comparison historical years .,0
"Using hybrid methodology calculation , based supplier information Scope 1 2 emissions , emissions participating suppliers totalled 1.5 million metric tons CO2e .",0
"Elsewhere , applied substitutes minimise carbon footprint .",1
"Alongside activity , also decided offset entire operational carbon footprint 2020 .",1
"Around world , transport store numerous products materials .",0
"Due Covid-19 pandemic , decided undertake engagement survey 2020 .",0
"This investor-led initiative engage systemically important GHG emitters companies across global economy , significant opportunities drive clean energy transition help achieve goals Paris Agreement .",1
"We provide sustainable finance advisory services companies help mitigate adapt climate change , transition sustainable circular economy .",1
We flexible suite recovery options enable us face incidents different impacts .,1
"We committed reduce carbon emissions across total investments net zero 2050 , asset owner asset manager .",1
"The economic impact pandemic highlighted wealth disparities around world , including lack meaningful career opportunities many young people .",0
Climate issues exacerbating risks reduced access fresh water .,0
This approach reduces modest global operational environmental impacts allows us lead example light public statements regarding importance operating environmentally responsible manner .,1
The goal finance 100 circular loans 2020 .,1
Carbon intensity measured tons CO2 per million dollars revenue .,0
Asset managers consider providing carbon footprinting metrics believe useful decision-making .,0
"With several major events scheduled 2021 accelerate protection biodiversity worldwide , including IUCN ( International Union Conservation Nature ) World Congress September 2021 Marseille ( France ) COP15 biodiversity October 2021 Kunming ( China ) , CNP Assurances committed pursuing efforts measure reduce impact biodiversity investment portfolio .",1
We also work landlords implement recycling programs consumable products business supplies .,1
"Our operations , fact , climate-neutral since 2012 ; 've reduced CO2 emissions 60 per cent since 2011 almost 80 percent electricity comes renewables .",1
"BlackRock ’ operations leverage renewable electricity , zero-carbon energy , reduces electricity-related emissions .",1
"Scope 3 emissions include reported deriving sale gas , purchase goods , services labour , employee commuting work travel ( see table . 70 ) .",0
"By offering range employee transportation benefits , reduce overall climate impacts , attract retain talent , improve employee well-being .",1
"This figure represents emissions associated waste disposed via landfilling , incineration , composting , recycling .",0
"In 2019 , raised internal awareness sustainability issues series employee engagement initiatives .",1
"Without transition , also puts food security risk , targeting climate neutrality required Paris Agreement impossible .",0
For information please see Statement Coal-based Business Models ESG Integration Framework .,0
Recycled paper also cuts greenhouse gas emissions 20 % .,0
We continue efforts measuring carbon impact .,1
"In 2020 , biodiversity addressed 64 % direct dialogues businesses ; May 2020 , CNP Assurances joined coalition institutional investors calling creation biodiversity impact measures respecting transparency principles methodology ; end 2020 , CNP Assurances carried initial test measure biodiversity footprint equity bond portfolio using Corporate Biodiversity Footprint .",1
We continue work reduce operational footprint developing detailed time bound plans business achieve aim net zero .,1
Transitioning low-carbon economy demands significant effort real estate sector .,0
Carbon emissions electricity consumption reduced 85 % .,1
"From analysis shown far , clear us meeting challenges associated creating sustainable food system globally requires substantial transition relevant parts supply chain .",0
We launched first ESG mandate 1985 early leader low-carbon investing .,1
"Scope 3 emissions purchase goods , services labour calculated using monitoring data energy-consumption outside Group , requested representative panel suppliers using questionnaire ( see section Energy consumption outside Group ) .",0
"We adopted cautious stance towards financing existing new plants given physical risks issues associated nuclear waste , unless shown project part energy transition supported relevant government .",1
Different approaches required meet transport requirements desirable products remain affordable customers around world .,0
A small portion business travel emissions Scope 1 emissions company-owned aircraft vehicles .,0
"We purchase data set Sustainalytics provides carbon emissions intensity universe 11,000 companies , nearly 75 % companies estimated data .",0
Our Raw Material Verbund helps us prevent reduce waste .,1
Our offices centrally located cities allow easy public transportation .,1
"The fund aims reduce greenhouse gas ( GHG ) emissions 40 % across entire European portfolio next decade core , diversified , income-driven strategy .",1
"Embodying Firm 's core values giving back committing diversity inclusion , Morgan Stanley Foundation focuses supporting underserved communities partnerships , community engagement volunteering .",1
"Additionally , Brookfield Renewable committed sustainable development principles reduce impact operations help manage underlying water resources efficiently .",1
"To achieve goals set Paris Agreement , companies also need reduce future emissions .",0
Public transportation particular plays critical role well-functioning economy .,0
"The global shipping industry undergoing tectonic shift , stricter regulations growing pressure reduce greenhouse gas emissions driving switch cleaner fuels .",0
"In cases , involves reporting actions farmers carrying years , others requires new ways thinking familiar challenge .",0
Our target reduce paper use 40 % per policy 2020 2014 baseline .,1
This arguably disruptive change incumbent fertilizer companies operations synthetic-focused .,0
"Every day look ways go clients customers , better inclusive employer , strengthen governance reduce environmental impacts .",1
"While pursue shifts source energy , operational ( Scope 1 2 ) emissions intensity per square foot real estate continues fall .",1
Scope 3 emissions included within appendix completeness,0
"The consumption electricity also shifted office home , carbon emissions therefore shifted Scope 2 Scope 3 accordingly .",0
"Building employee engagement surveys , undertook new assessment 2018 collaboration leading sustainability consultant .",1
"Government grants : Government grants related acquisition construction property , plant equipment reduce acquisition construction cost respective assets .",0
"We also finance infrastructure projects environmental social benefits Thames Tideway Tunnel London , public transport infrastructure including metro infrastructure Madrid Barcelona , Finnish power distributor windpark Peru .",1
"As active investor , look innovative ways reallocate capital towards low-carbon economy .",1
"Furthermore , instead using single weighted average cost capital rate , country risk specific tax rate considered case ; leads precise calculation recoverable amount .",0
Our goal zero serious safety incidents working toward implementing consistent health safety principles across organization .,1
"We want reduce emissions along value chain utilize , example , efficient technologies generating steam electricity , energy-efficient production processes , comprehensive energy management .",1
This uses engagement companies support climate transition pathway towards low-carbon economy .,1
These numbers expected grow setting China ’ carbon neutrality target .,0
"If aligned positive trends easier grow , also reduces risk .",0
"Most studies analyzing impact diet shifts tend ignore ( growing ) competition land among humans , animals crop production .",0
"In long term , company ambitious target reaching net-zero carbon footprint .",1
"As firm , also striving improve metrics , carbon footprint climate change .",1
"With aim contributing mitigation climate change , Group established medium- long- term reduction targets CO2 emissions generated head office , computer centers , branch offices , office buildings due business activities Group ’ core company , SuMi TRUST Bank .",1
"In summary , measure Scope 3 footprint normalise individual stock emission data .",0
"Water collected first 5 mm water rainfall event also reused following treatment within two collection tanks , sedimentation oil removal .",1
We recognize air travel meaningful impact greenhouse gases invested video conferencing facilities reduce unnecessary business travel .,1
"A no-change scenario suggests use nitrogen phosphorus may rise 50 % , would likely result greater contamination soil waterways .",0
"As part Well Environnement de Travail real estate program , concerns management Natixis ’ real estate portfolio , initiative undertaken reuse recover unused furniture .",1
We see SBTi enabler build long-standing commitments efforts driving low-carbon economy .,1
"Our Center Sustainable Finance published first client reports 2016 , including Sustainable Finance Report , included review academic reports value ESG investing , description ESG Engine , guide sustainable equity indexes , article China ’ low-carbon economic transformation .",0
